code (Eng);subcode (Eng);code (fr);sous-code (fr);code #;subcode #;subsubcode #;short;court;ref#;jpg;video;date;comment;English;français;core;Toro Tegu (Toupere, JH);Ben Tey (Beni, JH);Bankan-Tey (Walo, JH);Nanga (Anda, JH);Donno So;Jamsay (alphabet);Jamsay (Douentza area, JH);Perge Tegu (Pergué, JH);Gourou (Kiri, JH);Jamsay (Mondoro, JH);Togo-Kan (Koporo-pen, JH with BT);Yorno So (Yendouma, JH);Tomo Kan (Segue);Tomo Kan (Diangassagou);Tommo-So (JH);Tommo-So (Tongo Tongo, LM);Dogul Dom (Kundialang, JH);Dogul Dom (Bendiely & Kundialang, BC);Tebul Ure (JH);Yanda Dom (Yanda, JH);Najamba (Kubewel-Adia, JH);Tiranige;Mombo (Songho, KP);Ampari (Nando, KP);Bunoge (Boudou);Penange (Pinia);@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
animal;wild;animal;sauvage;1;10;1;wild animal;animal sauvage;00045;;;old;;wild animals (eaten or not);animal sauvage (comestible ou non);2;o?w ??su?;??r???: y??:;??r???: y??-m\\y??:, ??r??? ja?wdi?-m\\ja?wdi?;o?: ja?wdi?;;;;;;;ba?ra?-n??:?;o?l-na?w?a?;;;;o?lu? na?ma?;;;;;;su?g??;k??y? na?ma?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
animal;wild;animal;sauvage;1;10;2;wild animal;animal sauvage;00046;;;old;;wild game animal(s);gibier, animaux sauvages (comestibles);2;o?w na?w?a?;??r???: na?w?a?:;??r???: na?ma?;o?:-na?ma?;o?gu?lu?-na?ma?;ejun?w??,n?w??,ejumagas?g?;e?ju?-n??w???, n??w???, e?ju? ma? ga?s??g??;;;;;o?l-na?w?a?;ba?la?-na?ma?;;;o?lu? na?ma?;;;;o?y-na?ma?\\-mu?;k??r??-na?ma?:\\-mbo?;ku?wi?yo?;k??y? na?ma?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
animal;bird;animal;oiseau;1;11;1;bird;oiseau;00047;;;old;;bird (any);(tout) oiseau;1;sa?y;ni?:y?i?-m\\ni?:y?i?:;ni?:-m\\ni?:;li?:gi?;sa?da?:;saji?,saju;sa?:j-i?:?, sa?ju?;sa?-sa?y;;sa?ju?;sa?ju?;si?-sa?:;sa?ju?;sa?ju?;xxx;sa?da?a?;ne?ge?:g;le?ge?e?gu?, ne?ge?e?gu?;a?de?:\\a?du?-mbo?;a??a?n\\-mu?;ni?:\\ni?:-mbo?;to?li?yo?;i?ni?;;ni?:be?;ne?jje?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
animal;bird;animal;oiseau;1;11;2;poultry;volaille;00048;;;old;;poultry;volaille;3;;;j??nd??-ki?si?yu?;;;;;;;;;?????;;;;gi?n??-y? sa?da?a?;;;;;;nda?:\\nda?-ge? (Ningo);ka?ra? ka?ra? sa?:ge?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
animal;pig;animal;cochon;1;12;1;pig;cochon;00049;;;old;;pig;cochon;1;to?ru?;to?ru?-m\\to?ru?;a?ri?ye?-m\\a?ri?ya?;to?:ri?;to?lu?;toru;to?ru?;to?ru?;;;to?ru?;to?l;to?-w? (X to?);to?-w? (X to?:);;to?lu?;a?li?ya?;a?li?ya?;to?le?:\\to?l-mbo?;to?l;a?li?ya?\\a?li?ya?-mbo?, o?le? a?li?ya?\\o?le? a?li?ya?-mbo?;nda?:\\nda?: ge? (Boui);a?lu?wa?;;?a?lla?;a?lga? (y-);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;herder;bétail;berger;2;1;1;herder, shepherd;berger;00050;yes;;old;;herder, shepherd;berger;1;be?-be?-nu?\\be?-be?ru?-m, a?rza?ga?-be?-nu?\\be?ru?-m;a?rs??:-be?re?-m\\be?re?;be?-be?ru?-m\\be?-be?ru?;ja?wti? nu? di?mbi?y??-m, be?re?mbi?;b??lu?-gi?ri?-n??\\b??lu?-?-gi?ri?-?;b?rjir?n,as?g?dig?n,as?g?jirin;b??r-ji?r??-n, a?s??g??-di?g??-n, a?s??g??-ji?ri?-n;gi?ri?-nu?;;;a?ru?s??g??-gi?r??;b??l-[gi?r??-n??];da?:ba?-[ji?r??-y?], by??-[ji?r??-y?], by??-[?u?:-mi??];da?:ba?-[ji?r??-y?];;gi?ru? gi?ri?-n??;b??l-gi?ru?;b??l??gi?ru?;be?:me?\\be?:m-bo?;ki?l??\\-mu?;ki?rg??:\\ki?rga?:;be?:\\be?-ge?;b??li? gi?ri?;;k??mb??-gi?ru?;gi?ra?:-gi?r;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;herder;bétail;berger;2;1;2;herder;berger;00051;;;old;;cattle herder, cowherd;berger de vaches;2;na??a?-be?-nu?\\-be?ru?-m;na?:-be?re?-m\\be?re?;;na??a?-be?re?mbi?;na??a?-gi?ri?-n??;na?ajir?n;na??a?-ji?r??-n;;;;;na?:-[gi?r??-n??];;;;na?a? gi?ri?-n??;;na?gi?r;;na?:-ki?l??\\-mu?;na?wo?: ki?rg??:;be?-ba?na?-we?\\be?-ba?na?-ge? be?-ge?;na?: gi?ri?;;;na?:-gi?r;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;herder;bétail;berger;2;1;3;custodian;surveillant;00052;;;old;;livestock custodian;surveillant de bétail;2;;;;ja?wdi? nu? ha?yb??-m;;as?g?hayb?n;a?s??g??-ha?yb??-n;;;;;b??l-[gi?r??-n??];;;;b??lu? gi?ri?-n??;;;;;du?m??:-ha?ybe?\\du?m??:-ha?ybu?-mbo?;be?-ye?-we?\\be?-ye?-ge? be?-ge?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;graze;bétail;brouter;2;2;1;pasture, grazing;pâturage;00053;;;old;;pasture, grazing;pâturage, fait de brouter;2;be?ru?m;be?re?:;;be?re?mbi?;gi?ru?;jiru;ji?ru?;gi?ri?;;;gi?ri?;gi?ru?;;;;gi?ru?;;;be?:-?go?;ki?l??;gi?r-?ga?n;sa?ga?da?la?;b??li? gi?ri?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;graze;bétail;brouter;2;2;2;tend, watch over;surveiller;00054;;;old;;(herder) watch over, tend (flock);(berger) surveiller, garder (troupeau);2;be?ru?m\\be?ru?mo?;ha?yb??;;ha?ybi?;;hayb?;ha?yb??;ha?yb??;;;;ka?ju?ba?-\\ka?ju?bu?;;;;ha?i?b?? ka?na?, y??-nd??;;;be?:-?go? be?:mi? (be?:mi?-ti?);ha?yb??;ha?yb??;be?-ye?;gi?r??, ka?ja?be?, ha?ybe? ka?ni?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;graze;bétail;brouter;2;2;3;pasture;pâturer;00055;;;old;;(livestock) go to graze in pasture;(bétail) aller au pâturage;3;be?ru?m bo?ru?\\ya?;???-r??: lo?;;be?re?mbi? go? n?ne?, be?re?m go? n?ne?;;jiruya;ji?ru? ya?:;gi?ri? ya?:;gi?ru? ya?:;;gi?ri? ye?;gi?ru? ya?:-\\ya?y;;;;gi?ru? ya?a?;;;;[ki?l?? na?] u?n;gi?r-?ga?n i?n;ba?na?\\ba?na?-ge? ('man'), ba?na? ('male', as adj);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;graze;bétail;brouter;2;2;4;graze;brouter;00056;yes;;old;;(livestock) graze, feed on vegetation;(bétail) brouter de l'herbe, pâturer;3;to?gu?ru?\\to?gu?ro?;???;;be?ri? ku?wo?;;jir?;ji?r??;;;;;be?l m??r???-\\m??r???;;;;be?lu? mi?n??;;b??l?? bi?li? ?????n;;;be?le? ku?bi?;nda?-ba?na?\\-ba?na?-ge? ('man');?a?:mi?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;graze;bétail;brouter;2;2;5;stand, rear;debout, dabrer;00057;;;old;;(e.g. goat) stand on hind legs (to browse in trees);(chèvre etc.) s'arrêter sur les pattes de derrière (afin de brouter dans les arbres);2;wo?ru?\\wo?ro?;do?lo?;yo??ka? ka??;ta?:?;;wakka,g?g?;wa?kka?, g?????;;ku?w??-to?gu? to?go?;;a?te?gu? te?ge?;wa?:g-??:-\\wa?:g-i?:;;;;go?mu?gi?-ye?;;;;ta?mbi?-y??\\ta?mbi?-ya?-li?;go?bi?-y;nda?-ba?na? ku??ju?;t??g??-t??g?? i??gye?:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;take to pasture;bétail;faire pâturer;2;3;1;pasture;pâturer;00058;;;old;;(herder) take animals to pasture;(berger) faire pâturer les animaux;2;;???:-w?u?;;be?re?mi?, be?re?mbi? be?re?mi?;;jir?, jirujir?;ji?r??, ji?ru? ji?r??;;;;;gi?ru? ja?:;;;;gi?ru? ja?a?;;;;[ki?l?? na?] u?n-m??;gi?r-?ga?n gi?r??;nda?-ye?:\\-ye?:-ge? (Boui);gi?r??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;take to pasture;bétail;faire pâturer;2;3;2;pasture;pâturer;00059;;;old;;(herder) go to pasture with livestock;(berger) aller au pâturage avec le bétail;2;be?ru?m be?ru?-m\\be?ru?-mo?;a?rs??:-be?re?: lo?;[be?be?ru? wo?] n?de?;be?re?mbi? go? n?ne?, be?re?m go? n?ne?;;jiruya;ji?ru? ya?:;gi?ri? ya?:;;;;gi?ru? ya?:;;;;gi?ru? ya?a?;;;;;gi?r??;ye?:\\ye?:-ge? (Boui, Ningo);b??li? gi?r??, b??li? gi?ra?: a?nde?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;take to pasture;bétail;faire pâturer;2;3;3;pasture;pâturer;00060;;;old;;(herder) have (livestock) graze;(berger) faire pâturer (bétail);2;li?:-m\\li?:-ma?, be?ru?m be?ru?-m\\be?ru?-mo?;???:-w?u?;;ku?wo?-mi?;;??w??,jir?,jirujir?;???:-w???, ji?r??, ji?ru? ji?r??;;gi?re?;;;gi?r??-\\gi?ru?;;;;be?lu? mi?n??-m??;;;;;ku?bo?-m;nda?-ye?: ku??ju?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;take to pasture;bétail;faire pâturer;2;3;4;pasture;pâturer;00061;;;old;;(herder) let (livestock) graze on its own;(berger) laisser pâturer (bétail) indépendamment;2;du?da? ka?r?u?\\ka?r?a?, na?r?u? pa?su?\\pa?sa?;la?r ti?, ??:r??;;;;?r?daga;??:r?? da??a?;;;;;o?:ro?-\\o?:ru?;;;;tu?ma?a? mi?n??-m??;;;;;??:r?? d??g??;ye?:;d??nd??n?? ?a?ma?: bo?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;nourishment;bétail;nourriture;2;4;1;grass;herbe;00062;;;old;;grass, herbs;herbe, plantes herbacées;1;s??l??;be?ru?;be?ru?, sa?wa?:;be?ri?, sa?wa?;be?le?;?y?;??y??;??y??;;;gu?-gu?ru?;d??g??;gwi?ni?;gu?ni?:;;ke?ru?, be?lu?;k??:g (k??:gu?), be?le? (fodder);k????gu?;ywa?:;??a?;s??:m??-?go?\\s??:m??;ba?na?;be?le??ge?;;k??ji?;k??ji?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;nourishment;bétail;nourriture;2;4;2;grass;herbe;00063;;;old;;fresh (green) grass;herbe fraîche (verte);2;s??l?? ??ru?;sa?wa?: ??ru?;be?ru? ??ru?-m, sa?wa?: ??ru?-m;sa?wa? ??ri?, be?ri? ??ri?;;?y??ru;??y?? ??ru?;??y?? ??ru?;;;gu?-gu?ru? ??ru?;d??g?? w??ru?;gwi?ni? ??;;;ke?ru? ??lu?, ke?ru? w??ru?;k??:gu? w??ru?-?;k?????gu? o?lu?gu?;;??a? ??l;s??:m??-?go? ??m-?go?\\s??:m?? ??m??:;nda?-ba?y (age 40 up);ku?b??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;nourishment;bétail;nourriture;2;4;3;pasture;pâturage;00064;;;old;;pasture;pâturage;3;sa?-sa??;??r???:;be?be?ru?;be?re?mbi?;;;;;;;;be?l;;;;gi?ru? gi?ru?;;gi?ru?;;;gi?r-?ga?n;nda?-ba?y ku??ju? (age 60 up);b??li? gi?ri?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;nourishment;bétail;nourriture;2;4;4;straw;paille;00065;;;old;;straw;paille;2;je?y?;sa?wa?:-se?:;p??s??y;sa?wa?-so?:, sa?:-so?:;;?m;??m;ki?ke?ru?;;;ke?ru? sa?:?a?;k??ngo?-ke?ru?;;sa??ga?;;be?lu? ma?a?, o?lo?, o?lo? ma?a?;;k??ggu?l;;e?nze?l;be?le?\\be?le?;ba?y;be?le??ge?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;drink;bétail;boire;2;5;1;drink;abreuver;00066;;;old;;(herder) have (livestock) drink;(berger) abreuver (bétail);2;n??-m\\n??-w?a?;n??:-w?u?;n??mi?;n??:-mi?;;n?w??;n??:-w???;;;;;n??:-m??-\\n??:-mu?;;;xxx;n????-m??;;;;ni?y???-m??\\ni?y???-ma?-li?;na?:-m;ku??j??;nya?:mi?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;animal pen;bétail;parc d'animaux;2;6;1;pen;parc, clôture;00067;;;old;;animal pen made with thorn branches;clôture d'animaux fabriquée avec des branches épineuses;TD;pi??o?, ho?ggo?;se?m;ho?ggo?, ga?:;se??e?;;;ho?ggo? sa??;se??gu?;;;;[ji?-ji?:]-ko?ru?;;;;ki?l?? so??go?;;;se??gu?;se??;ki?lo?:\\ki?le?:;ku??ju?;ga?rba?li?, h??kk??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;animal pen;bétail;parc d'animaux;2;6;2;pen;parc, clôture;00068;yes;;old;;animal pen in a village (with mud-brick or stone walls);parc d'animaux dans un village (avec des murs en banco ou en pierres);TD;pi??o?, ho?ggo?;ho?ggo? ~ ho?kko?;ho?ggo?, ga?:;ho?go?;ko?ro?;gono,hoggo;ho?ggo?, ho?ggo? g???;ho?kko?;ho?ggo?;;go?no?;na?:-go?no?;;da?:ba?-go?lo?;;ki?l??;;h??kk??;;a?z??g??-mu? go?mu?;po?:n\\po?:n;k??:;ga?rba?li?, h??kk??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;animal pen;bétail;parc d'animaux;2;6;3;pen;parc, clôture;00069;;;old;;animal pen in the bush made from stones;clôture d'animaux en brousse fabriquée en pierre (surtout pour le petit betail);TD;pi??o?, ho?ggo?;to?:;xxx;;;;xxx;xxx;;;;ko?ru?;;;xxx;xxx;;;;ga?rba?l, o?lo?;ki?n-mbo? po?:n;k??:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;animal pen;bétail;parc d'animaux;2;6;4;night quarters;lieu à coucher;00070;;;old;;spot in the bush where livestock return each evening to spend the night, livestock's night quarters;endroit en brousse ou? le bétail revient chaque soir pour passer la nuit, lieu à coucher du bétail;TD;pu?lo?ga?;ho?ggo? ~ ho?kko?;;ga?ri?;;hoggo;ho?ggo?;;;;;g??r??;;;;ki?l??;;;;ho?kko?;ga?rke?\\ga?rke?;"s??g?? (younger sibling; young animal)";go?ndo?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;animal pen;bétail;parc d'animaux;2;6;5;shelter;abri;00071;;;old;;small house where livestock can take shelter from cold or rain;maisonette servant d'abri pour le bétail contre la pluie ou le froid;TD;;b??r ku?lu?ri?:, a?rs??: ku?lu?ri?:;xxx;;;;xxx;xxx;;;;to?gu?;;;;??n?? de?m;;;;;du?nda??ge?\\du?nda??g??:;ka?nda?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;animal pen;bétail;parc d'animaux;2;6;6;night quarters;lieu à coucher;00072;;;old;;night quarters, (animal's or person's) place for spending the night;endroit ou qn ou un animal passe la nuit;TD;di??-la?;??r???: na?-y??;;;;di?nay?;di?:?-na?-y?;;;;;;;;;ga?rge?;;;;;ke??ge? bi?yo?-?ga?;y??g??r??;da?:n g??li? // g??li?, na?: we?: da?:n g??li?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;animal pen;bétail;parc d'animaux;2;6;7;pen;parc;00073;;;old;;overnight place (for domestic animal, e.g. donkey, horse);lieu pour passer la nuit (d'un animal domestique, par ex. âne, cheval);TD;pe?gu?;pe?yi?;ka??ge?y;pe?gi?;;pegu;pe?gu?;;;;;pe?gu?;;;;ko?mmu?, ju?ga?l, t??l??;;;;a?z??g??-mu? pe?gu?;ju?gga?l\\ju?gg?? = ju?gga?l;y??g??r??;ga?rba?li?, h??kk??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;muzzle;bétail;muselière;2;7;1;udder, smear;pis, enduire;00074;;;old;;smear (udder) with excrement to discourage suckling;enduire (pis) d'excréments afin de diminuer la tétée;2;ta?ru?\\ta?ra?;pa?ra?;ta?wa?;pa?ri?;;tara;ta?ra?;;;;;na?:-b??j?? pa?ra?;;;;b??d?? pa?ra?;;;;pa?du?\\pa?da?-li?;b??ll?? pa?r;na?lo?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;muzzle;bétail;muselière;2;7;2;udder, smear;pis, enduire;00075;;;old;;act of smearing excrement on udder to discourage suckling;fait d'enduire le pis d'excréments pour diminuer la tétée;2;;pa?r-i?:;bo?lle?;pa?r-nd??;;;;;;;;b??j?? pa?ra?;;;;b??d?? pa?ra?;;;;;;na?lo?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;muzzle;bétail;muselière;2;7;3;muzzle;muselière;00076;yes;;old;;muzzle-stick with thorns tied over an animal's mouth to prevent suckling;muselière en forme de bâton à épines attachée au-dessus du museau d'un animal afin d'empe?cher la tétée;TD;;;;;;celbu,celbi;ce?lbu?, ce?lbi?;ka?:-p??:lu?m;;;;;;;;t???????;;t?????;;t??nj??;;be?: i?ni?;b??li? t??m??, ki?nja? ka?la?bu?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;muzzle;bétail;muselière;2;7;4;stick, muzzle;bâton, muselière;00077;get;;old;;stick attached to mouth (of lamb, goat kid, or calf) to prevent suckling;bâton attaché à la bouche (d'agneau, de chevreau, de veau) pour empêcher la tétée;TD;ka?ru?m;ka?rmbu?, t??:???;le?:mbo?l, le?:mo?l, ke?re?mu?;ka?rmbi?;;celbu,celbi;ce?lbu?, ce?lbi?;;;;;ka?lmu?;;;;ka?la?mbu?;;;;;ke?lbo?l\\ke?lbe?;i?nde?ri? (< Fulfulde);ka?la?bu?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;muzzle;bétail;muselière;2;7;5;muzzle;muselière;00078;get;;old;;muzzle-guard over livestock animals' mouth to prevent grazing in cultivated fields on the way to or from pasture;muselière qui couvre la bouche d'un animal afin de l'empêcher de broutter dans les champs cultivés en route au pâturage;TD;;;;y??gi?;;;;;;;ka??-p???;j??m??-y??;;;;j??mm??-y?, ki?nu? d??y?, a??a? ni?mmu?;;;;ka?la?mbu?;;i?ni?;b??li? ka?la?bu?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;muzzle;bétail;muselière;2;7;6;muzzle;muselière;00079;get;;old;;muzzle-guard (covering that prevents a young animal's suckling);muselière (couvre-museau qui empêche la tétée d'un jeune animal);TD;ka?-pa?g-u?;ka?rmbu?, t??:???;le?:mbo?l, le?:mo?l, ke?re?mu?;t??:???;;;;;;;;;;;;ke?re?mbu?;;;;;ka?ga?-?go?\\ka?g??:;pi?ndi? ga?;ki?nja? ka?la?bu?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;muzzle;bétail;muselière;2;7;7;muzzle;muselière;00080;;;old;;muzzle for horse;muselière pour âne;2;;ka?rmbu?;;;;;;;;;;ka?lmu?;;;;ka?la?mbu?;;;;so?m-b??nd??;;pi?ndi? ga?-w? bi?lo?;ka?la?bu?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;castrate;bétail;castrer;2;8;1;castrate;castrer;00081;;;old;;castrate (animal);castrer (animal);1;;;;p??r??;p??r??\\p??r-??;p?r?;p??r??;;;;;p??r??-\\p??r??;;;;p??r??;p??r??;;;;;be?: ka?nda?;ka?mbe?;;t??mb??;p??r??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;castrate;bétail;castrer;2;8;2;castrate;castrer;00082;;;old;;castrate (animal) by cutting;castrer (animal) en le coupant;1;p??lu?\\p??l??;p??r??;mo?r?a? ka?m;p??r??;;p?r?;p??r??;p??r??;;;p??r??;p??r??-\\p??r??;hw??r??;f??r??;;p??r??;;;p??r?? (p??r??-ti?-);p??d??\\p??da?-li?;m??r??;ti?b?? (Ningo);ka?mbe?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;castrate;bétail;castrer;2;8;3;castrated;castré;00083;;;old;;castrated (bull, ram, billygoat);castré (taureau, bélier, bouc);2;p??lu?;p??ru?-m\\p??ru?;m??:ra?:ni?;p??ri?;;p?ru;p??ru?;;p??ru?;;p??ru?;p??ru?;;;;p??ru?;;;;p??du?;m??r??-ba?:;ti?w?? (Boui);ka?mbe?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;castrate;bétail;castrer;2;8;4;emasculate;émasculer;00084;;;old;;emasculate (male animal) by crushing its testicles;émasculer (animal mâle) en lui écrasant les testicules;1;tu?w\\tu?wo?;tu?mbo?;p??t??;tu?mbo?;du?mb??\\du?mb-??;tumo;tu?mo?;tu?mbo?;;;;ka?ma?-\\ka?mu?;k??mb??;k??mb??;;du?mb??;du?mb??;;b??t?? (b??t??-ti?-);ka?mbu?\\ka?mba?-li?;du?mb??;ti?b?? (Ningo);t??bu?l??;;t??mb??;t??nj??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;castrate;bétail;castrer;2;8;5;emasculate;émasculer;00085;;;old;;emasculated (male animal);(animal mâle) émasculé;2;;;;;du?mb-u?;tum;tu?m;;;;;;;;;;;;;ka?mbu?;;ti?w?? (Boui);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;uncastrated;bétail;non castré;2;9;1;uncastrated;non castré;00086;;;old;;uncastrated (bull);(taureau) non castré;2;bo?bo?gu?, bo?go?, ji?w;ja??gu?-m\\ja??gu?;ji?-m\\ji?:;ja??i?;ka?la?ndu?;ja?;ja??;;;;ja??u?;ja??u?;;;;p??r??-nni?;;;;za?nju?\\-mu?;ja??a?\\ja??a?-mbo?;ji?we? ka?n(u?);b??li? gu?la?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;uncastrated;bétail;non castré;2;9;2;uncastrated;non castré;00087;;;old;;uncastrated (ram);(bélier) non castré;2;ji?w;ji?:-m\\ji?:;ji?-m\\ji?:;ja??i?;ka?la?ndu?;ja?;ja??;;;;ja??u?;ja??u?;;;;p??r??-nni?;;;;ga??u?\\-mu?;ja??a?\\ja??a?-mbo?;j??y??;ka?mbe?le?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;uncastrated;bétail;non castré;2;9;3;uncastrated;non castré;00088;;;old;;uncastrated (billygoat);(bouc) non castré;2;bo?bo?gu?, bo?go?;ji?:-m\\ji?:;ji?-m\\ji?:;ja??i?;ka?la?ndu?;ja?;ja??;;;;ja??u?;a?-ki?:;;;;p??r??-nni?;;;;ce?nu?\\-mu?;e?:be?\\e?:bu?:;be?jo?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;uncastrated;bétail;non castré;2;9;4;uncastrated;non castré;00089;;;old;;uncastrated (male dog);(chien mâle) non castré;2;bo?bo?gu?, bo?go?;;;;;;;;;;;;;;;p??r??-nni?;;;;;;du??go?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;age/sex;bétail;âge/sexe;2;10;1;heifer;génisse;00090;;;old;;young adult female animal (not yet a mother);jeune animal adulte femelle (qui n'a pas encore mis bas);3;ya? gi?re?y;gu?r??-m\\gu?r??;ya?:-yi?-m\\-yi?:;ya?-gu?ra?;;gur?;gu?r??;gu?r??;;;gu?r??;gu?l??;;;;b??lu? gu?l??y;;;;gu?l??\\-mu?;gu?l??\\gu?l??-mbo?;be?ji?-le? go?-mu?;gu?la?y;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;slaughter/butcher;bétail;égorger/dépouiller;2;11;1;cut throat, slaughter;égorger;00091;yes;mov;old;;cut throat of (animal), slaughter;égorger;1;ci?\\c??;s??w???;s??m??;s??m??;s??m??\\s??m-??;c??;c??:?;k??:?;k??:?;c??:?;s??w???;k??:?-\\k??:?;[X k??l??] c?????, d??l?? ('kill');c??g??;;s??m??;s??m??;s??m??;s??m?? (s??m??-ti?-);se?m??\\se?ma?-li?;s??m??;be?ji?-lo?;s??m??;;s??l??;s??m??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;slaughter/butcher;bétail;égorger/dépouiller;2;11;2;butcher, skin;dépouiller;00092;yes;mov;old;;skin and butcher (carcass of slaughtered animal);dépouiller (carcasse d'animal égorgé);1;wo?ru?\\wo?ro?;po?, pa?li?, u?r??;pa?ndi?;u?r??, pa?ndi?;u?r??\\u?r-??;pana;pa?na?;pa?la?;p??:;pa?na?;p??:;u?r??-\\u?r?? ;?u?r??;?u?r??;;u?r??;u?r??;k??s??;u?r?? (u?r??-ti?-);pa?nu?\\pa?na?-li?;t??n??;du??gu?-lo?;t??l??;;???r??;t??l??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;slaughter/butcher;bétail;égorger/dépouiller;2;11;3;skin;dépouiller;00093;;mov;old;;separate the skin from the carcass of (animal) by pushing with the fist or the butt of the hand;séparer la peau de la carcasse de (un animal égorgé) en poussant avec le poing ou avec le bout de la main;2;da?m\\da?w?a?;lu?kk??;pa?ndi?;lu?g??;;lo;lo?:;po?:;;;;lo?:jo?-\\lo?:ju?;;;;nu????;;u?r??;;nu?z??\\nu?za?-li?;;"s??: pu?l?? (""cloth white"")";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;contest;bétail;concours;2;12;1;contest;concours;00094;;;old;;contest among shepherds for blue-ribbon for best herd of livestock (goats, sheep, cows, or horses);concours entre les bergers pour le meilleur troupeau d'animaux (chèvres, moutons, vaches, ou chevaux);1;;da?d??;;da?t??;;dub?;du?b??;da?d??;;;;da?du?;;;;da?da?, pa?mba?;;;da?da?;da?du?;du?bi?;sa?lo?;da?ndi?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
